"faa","name","lat","lon","alt","tz","dst","city","country"
CEU,Oconee County Regional Airport,34.6719017,-82.8864975,892,-5.0,A,Clemson,United States
BEC,Beech Factory Airport,37.6944999695,-97.21499633790002,1408,-6.0,A,Wichita,United States
QFO,Duxford Aerodrome,52.090801,0.131944,125,0.0,E,Duxford,United Kingdom
SNY,Sidney Municipal-Lloyd W Carr Field,41.10129929,-102.9850006,4313,-7.0,A,Sidney,United States
GKL,Great Keppel Is Airport,-23.1833000183,150.942001343,21,10.0,U,Great Keppel Island,Australia
RPB,Roper Bar Airport,-14.734814,134.525485,92,9.5,U,Roper Bar,Australia
IFL,Innisfail Airport,-17.55940055847168,146.01199340820312,46,10.0,U,Innisfail,Australia
JRF,Kalaeloa Airport,21.3074,-158.070009,30,-10.0,U,Kapolei,United States
BIN,Bamiyan Airport,34.81700134277344,67.81700134277344,8367,4.5,N,Bamyan,Afghanistan
NBS,Changbaishan Airport,42.066944,127.602222,2874,8.0,N,Baishan,China
RGO,Orang Airport,41.428538,129.647555,12,8.5,U,Chongjin,North Korea
MOO,Moomba Airport,-28.09939956665039,140.19700622558594,143,9.5,O,Moomba,Australia
LUZ,Lublin Airport,51.240278,22.713611,633,1.0,E,Lublin,Poland
ECA,Iosco County Airport,44.312801,-83.422302,606,-5.0,A,East Tawas,United States
VAM,Villa Airport,3.47055555556,72.8358333333,6,5.0,U,Maamigili,Maldives
LLF,Lingling Airport,26.338661,111.610043,340,8.0,U,Yongzhou,China
LSZ,Lošinj Island Airport,44.5657997131,14.3930997849,151,1.0,E,Mali Losinj,Croatia
ONS,Onslow Airport,-21.668300628662,115.1129989624,7,8.0,O,Onslow,Australia
TDR,Theodore Airport,-24.99329948425293,150.09300231933594,171,10.0,N,Theodore,Australia
WBU,Boulder Municipal Airport,40.0393981934,-105.225997925,5288,-7.0,A,Boulder,United States
BBJ,Bitburg Airport,49.945278,6.565,1220,1.0,U,Birburg,Germany
PAO,Palo Alto Airport of Santa Clara County,37.461101532,-122.114997864,4,-8.0,A,Palo Alto,United States
USR,Ust-Nera Airport,64.550003051758,143.11500549316,1805,10.0,N,Ust-Nera,Russia
MSC,Falcon Field,33.4608001709,-111.727996826,1394,-7.0,A,Mesa,United States
YTY,Yangzhou Taizhou Airport,32.5634,119.7198,7,8.0,N,Yangzhou,China
PTK,Oakland County International Airport,42.665500640869,-83.420097351074,980,-5.0,A,Pontiac,United States
KSI,Kissidougou Airport,9.1605596542358,-10.124400138855,1808,0.0,N,Kissidougou,Guinea
EEN,Dillant Hopkins Airport,42.898399353027344,-72.27079772949219,488,-5.0,A,Keene,United States
THQ,Tianshui Maijishan Airport,34.5593986511,105.86000061,3590,8.0,N,Tianshui,China
VRO,Kawama Airport,23.1240005493,-81.3015975952,16,-5.0,U,Kawama,Cuba
GKK,Kooddoo Airport,0.7324,73.4336,29,5.0,U,Kooddoo,Maldives
RCS,Rochester Airport,51.351898193359375,0.5033329725265503,436,0.0,E,Rochester,United Kingdom
RHD,Termas de Río Hondo international Airport,-27.4966,-64.93595,935,-3.0,S,Rio Hondo,Argentina
KMP,Keetmanshoop Airport,-26.5398006439209,18.111400604248047,3506,1.0,U,Keetmanshoop,Namibia
KGT,Kangding Airport,30.1575,101.734722,14042,8.0,N,Kangding,China
VUS,Velikiy Ustyug Airport,60.78829956054688,46.2599983215332,331,3.0,N,Veliky Ustyug,Russia
IOW,Iowa City Municipal Airport,41.6391983032,-91.5465011597,668,-6.0,A,Iowa City,United States
TLQ,Turpan Jiaohe Airport,43.0308,89.0987,934,8.0,U,Turpan,China
ANP,Lee Airport,38.942902,-76.568398,34,-5.0,A,Annapolis,United States
FXO,Cuamba Airport,-14.815,36.529999,1919,2.0,N,Cuamba,Mozambique
ODO,Bodaybo Airport,57.8661003113,114.242996216,919,8.0,N,Bodaibo,Russia
ZTR,Zhytomyr Airport,50.270556,28.738611,0,2.0,E,Zhytomyr,Ukraine
HRI,Mattala Rajapaksa International Airport,6.284467,81.124128,157,5.5,N,Mattala,Sri Lanka
PEQ,Pecos Municipal Airport,31.382400512695,-103.51100158691,2613,-6.0,A,Pecos,United States
HBG,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,-6.0,A,Hattiesburg,United States
QCJ,Botucatu - Tancredo de Almeida Neves Airport,-22.939501,-48.467999,3012,-3.0,S,Botucatu,Brazil
QSC,Mário Pereira Lopes–São Carlos Airport,-21.875401,-47.903703,2649,-3.0,S,Sao Carlos,Brazil
YKN,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785,1306,-6.0,A,Yankton,United States
XSB,Sir Bani Yas Airport,24.283611,52.580278,25,4.0,U,Sir Bani Yas Island,United Arab Emirates
ZBM,Bromont (Roland Desourdy) Airport,45.2907981873,-72.74140167239999,375,-5.0,A,Bromont,Canada
KTI,Kratie Airport,12.48799991607666,106.05500030517578,0,7.0,N,Kratie,Cambodia
GYU,Guyuan Liupanshan Airport,36.0788888889,106.216944444,5696,8.0,U,Guyuan,China
CNI,Changhai Airport,39.2666666667,122.666944444,80,8.0,N,Changhai,China
KRH,Redhill Aerodrome,51.2136001587,-0.138611003757,222,0.0,E,Redhill,United Kingdom
JGD,Jiagedaqi Airport,50.371389,124.1175,1205,8.0,N,Jiagedaqi District,China
CCL,Chinchilla Airport,-26.77499961853028,150.61700439453125,1028,10.0,O,Chinchilla,Australia
HWD,Hayward Executive Airport,37.659198761,-122.122001648,52,-8.0,A,Hayward,United States
MZP,Motueka Airport,-41.12329864501953,172.98899841308594,39,12.0,Z,Motueka,New Zealand
JHQ,Shute Harbour Airport,-20.277221,148.755556,12,10.0,O,Shute Harbour,Australia
ARB,Ann Arbor Municipal Airport,42.2229995728,-83.74559783939999,839,-5.0,A,Ann Arbor,United States
SHT,Shepparton Airport,-36.42890167236328,145.39300537109375,374,10.0,O,Shepparton,Australia
TEM,Temora Airport,-34.4213981628418,147.51199340820312,921,10.0,O,Temora,Australia
GAH,Gayndah Airport,-25.61440086364746,151.61900329589844,369,10.0,N,Gayndah,Australia
WIO,Wilcannia Airport,-31.52639961242676,143.375,250,10.0,O,Wilcannia,Australia
BFJ,Bijie Feixiong Airport,27.267066,105.472097,4751,8.0,N,Bijie,China
ULK,Lensk Airport,60.7206001282,114.825996399,801,9.0,N,Lensk,Russia
KVR,Kavalerovo Airport,44.2726,135.029,730,10.0,N,Kavalerovo,Russia
IGD,Iğdır Airport,39.9766273499,43.8766479492,3101,3.0,E,Igdir,Turkey
GNY,Şanlıurfa GAP Airport,37.445663,38.895592,2708,3.0,E,Sanliurfa,Turkey
KZR,Zafer Airport,39.113079,30.128111,3327,3.0,E,Kutahya,Turkey
VLU,Velikiye Luki Airport,56.38109970092773,30.60810089111328,328,3.0,N,Velikiye Luki,Russia
BEO,Lake Macquarie Airport,-33.0667,151.647995,2,10.0,O,Lake Macquarie,Australia
BMP,Brampton Island Airport,-20.803300857543945,149.27000427246094,11,10.0,O,Brampton Island,Australia
NGZ,Alameda Naval Air Station,37.78889846801758,-122.31999969482422,10,-8.0,U,Alameda,United States
YCN,Cochrane Airport,49.10559844970703,-81.01360321044922,861,-5.0,A,Cochrane,Canada
BJP,Estadual Arthur Siqueira Airport,-22.979162,-46.537508,2887,-3.0,S,Braganca Paulista,Brazil
BQB,Busselton Regional Airport,-33.6884231567,115.401596069,55,8.0,O,Brusselton,Australia
SEK,Srednekolymsk Airport,67.4805,153.7364,60,11.0,N,Srednekolymsk,Russia
IVR,Inverell Airport,-29.888299942,151.143997192,2667,10.0,O,Inverell,Australia
GLI,Glen Innes Airport,-29.674999237060547,151.68899536132812,3433,10.0,O,Glen Innes,Australia
IMM,Immokalee Regional Airport,26.43320084,-81.40100098,37,-5.0,A,Immokalee ,United States
TQQ,Maranggo Airport,-5.7645702362061,123.91699981689,169,8.0,N,Sulawesi Tenggara,Indonesia
YIC,Yichun Mingyueshan Airport,27.8025,114.3062,430,8.0,U,Yichun,China
PTB,Dinwiddie County Airport,37.183799743652,-77.507400512695,193,-5.0,A,Petersburg,United States
SBM,Sheboygan County Memorial Airport,43.76959991,-87.85140228,755,-6.0,A,Sheboygan,United States
KFE,Fortescue - Dave Forrest Aerodrome,-22.290754,119.437143,1555,8.0,N,Cloudbreak,Australia
BJU,Bajura Airport,29.50200080871582,81.66899871826172,4300,5.75,N,Bajura,Nepal
MZJ,Pinal Airpark,32.5106010437,-111.32800293,1893,-7.0,N,Marana,United States
SAD,Safford Regional Airport,32.85480118,-109.6350021,3179,-7.0,N,Safford,United States
SLJ,Solomon Airport,-22.2554,117.7627,2030,8.0,N,Solomon,Australia
KJP,Kerama Airport,26.1683006287,127.292999268,156,9.0,N,Kerama,Japan
EKB,Ekibastuz Airport,51.59099960327149,75.21499633789062,621,6.0,N,Ekibastuz,Kazakhstan
SIK,Sikeston Memorial Municipal Airport,36.898899078369,-89.561798095703,315,-6.0,A,Sikeston,United States
TTI,Tetiaroa Airport,-17.0132999420166,-149.58700561523438,7,-10.0,N,Tetiaroa,French Polynesia
GFL,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,328,-5.0,A,Queensbury,United States
MTN,Martin State Airport,39.325699,-76.413803,21,-5.0,A,Baltimore,United States
FRY,Eastern Slopes Regional Airport,43.9911003113,-70.9478988647,454,-5.0,A,Fryeburg,United States
NEW,Lakefront Airport,30.042400360107,-90.028297424316,8,-6.0,A,New Orleans,United States
COE,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320,-8.0,A,Coeur d'Alene,United States
BMT,Beaumont Municipal Airport,30.0706996918,-94.21579742430002,32,-6.0,A,Beaumont,United States
DNV,Vermilion Regional Airport,40.19919968,-87.59590149,697,-6.0,A,Danville,United States
COJ,Coonabarabran Airport,-31.332500457763672,149.26699829101562,2117,10.0,O,Coonabarabran,Australia
TIX,Space Coast Regional Airport,28.514799118042,-80.799201965332,34,-5.0,A,Titusville,United States
BZH,Bumi Airport,-16.8169994354,28.3500003815,1650,2.0,N,Bumi Hills,Zimbabwe
UAR,Bouarfa Airport,32.5143055556,-1.98305555556,3630,0.0,N,Bouarfa,Morocco
NYE,Nyeri Airport,-0.3644140064716339,36.97848510742188,5830,3.0,U,NYERI,Kenya
AAP,Andrau Airpark,29.7224998474,-95.5883026123,79,-6.0,A,Houston,United States
FCM,Flying Cloud Airport,44.8272018433,-93.4570999146,906,-6.0,A,Eden Prairie,United States
LIX,Likoma Island Airport,-12.075833,34.737222,1600,2.0,N,Likoma Island,Malawi
OJC,Johnson County Executive Airport,38.84759903,-94.73760223,1096,-6.0,A,Olathe,United States
GIU,Sigiriya Air Force Base,7.956669807430001,80.7285003662,630,5.5,N,Sigiriya,Sri Lanka
EUM,Neumünster Airport,54.07944488525391,9.941389083862305,72,1.0,E,Neumuenster,Germany
TKT,Tak Airport,16.895999908447266,99.25330352783205,478,7.0,N,Tak,Thailand
YLK,Barrie-Orillia (Lake Simcoe Regional Airport),44.4852981567,-79.55560302730001,972,-5.0,A,Barrie-Orillia,Canada
YCM,Niagara District Airport,43.19169998168945,-79.17169952392578,321,-5.0,A,Saint Catherines,Canada
YPD,Parry Sound Area Municipal Airport,45.2575,-79.829697,832,-5.0,A,Parry Sound,Canada
MNZ,Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,192,-5.0,A,Manassas,United States
LJN,Texas Gulf Coast Regional Airport,29.1086006165,-95.462097168,25,-6.0,A,Angleton,United States
BGG,Bingöl Çeltiksuyu Airport,38.8592605591,40.5959625244,3506,3.0,E,Bingol,Turkey
KFS,Kastamonu Airport,41.31420135498047,33.795799255371094,3520,3.0,E,Kastamonu,Turkey
LLV,Lüliang Airport,37.683333,111.142778,0,8.0,N,Lvliang,China
DCY,Daocheng Yading Airport,29.323056,100.053333,14472,8.0,N,Daocheng,China
GXH,Gannan Xiahe Airport,34.8105,102.6447,10510,8.0,N,Xiahe city,China
CIY,Comiso Airport,36.994601,14.607182,623,1.0,E,Comiso,Italy
KVM,Markovo Airport,64.667,170.417007,0,12.0,N,Markovo,Russia
ZKP,Zyryanka Airport,65.7485,150.8889,140,11.0,N,Zyryanka,Russia
UMS,Ust-Maya Airport,60.356998443604,134.43499755859,561,9.0,N,Ust-Maya,Russia
ADH,Aldan Airport,58.60279846191406,125.40899658203124,2241,9.0,N,Aldan,Russia
OLZ,Olyokminsk Airport,60.397499,120.471001,656,9.0,N,Olekminsk,Russia
NLT,Xinyuan Nalati Airport,43.4318,83.3786,3050,8.0,U,Xinyuan,China
PTA,Port Alsworth Airport,60.201681,-154.325863,280,-9.0,A,Port alsworth,United States
BOR,Fontaine Airport,47.655601501465,7.0108299255371,1208,1.0,E,Belfort,France
OBC,Obock Airport,11.967000007629396,43.266998291015625,69,3.0,N,Obock,Djibouti
TDJ,Tadjoura Airport,11.782999992370604,42.91699981689453,246,3.0,N,Tadjoura,Djibouti
AQB,Santa Cruz del Quiche Airport,15.012200355529783,-91.15059661865234,6631,-6.0,S,Santa Cruz des Quiche,Guatemala
NOR,Norðfjörður Airport,65.13189697265625,-13.746399879455566,13,0.0,E,Nordfjordur,Iceland
BTZ,Bursa Airport,40.23329925537109,29.00919914245605,331,3.0,U,Bursa,Turkey
WAR,Waris Airport,-3.235,140.994,1500,9.0,U,Waris-Papua Island,Indonesia
EWK,Newton City-County Airport,38.0582008362,-97.2744979858,1533,-6.0,A,Newton,United States
BSJ,Bairnsdale Airport,-37.88750076293945,147.5679931640625,165,10.0,O,Bairnsdale,Australia
TZR,Taszár Air Base,46.39310073852539,17.917499542236328,531,1.0,A,Columbus,United States
FBR,Fort Bridger Airport,41.3918991089,-110.406997681,7034,-7.0,A,Fort Bridger,United States
CLS,Chehalis Centralia Airport,46.6769981384,-122.983001709,176,-8.0,A,Chehalis,United States
EVW,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143,-7.0,A,Evanston,United States
EUF,Weedon Field,31.9512996674,-85.1288986206,285,-6.0,A,Eufala,United States
MEO,Dare County Regional Airport,35.91899872,-75.69550323,13,-5.0,A,Manteo,United States
AUO,Auburn University Regional Airport,32.615101,-85.433998,777,-6.0,A,Auburn,United States
DBN,W H 'Bud' Barron Airport,32.56439972,-82.98529816,309,-5.0,A,Dublin,United States
PUK,Pukarua Airport,-18.29560089111328,-137.01699829101562,5,-10.0,N,Pukarua,French Polynesia
CVO,Corvallis Municipal Airport,44.49720001,-123.2900009,250,-8.0,A,Corvallis,United States
PXH,Prominent Hill Airport,-29.716,135.5244,745,9.5,O,Prominent Hill,Australia
CWT,Cowra Airport,-33.84469985961914,148.6490020751953,966,10.0,A,Chatsworth,Australia
OGD,Ogden Hinckley Airport,41.195899963379,-112.0120010376,4473,-7.0,A,Ogden,United States
AKO,Colorado Plains Regional Airport,40.1755981445,-103.222000122,4714,-7.0,A,Akron,United States
SHN,Sanderson Field,47.233600616455,-123.14800262451,273,-8.0,A,Shelton,United States
WNA,Napakiak Airport,60.69029998779297,-161.97900390625,17,-9.0,A,Napakiak,United States
PKA,Napaskiak Airport,60.70289993,-161.7779999,24,-9.0,A,Napaskiak,United States
YBW,Bedwell Harbour Seaplane Base,48.75,-123.233001709,0,-8.0,A,Bedwell Harbour,Canada
WSO,Washabo Airport,5.215277,-57.185302,68,-3.0,N,Washabo,Suriname
WKR,Abaco I Walker C Airport,27.266700744628903,-78.39969635009766,10,-5.0,A,Walker's Cay,Bahamas
GFO,Bartica A Airport,6.358864,-58.655207,3,-4.0,N,Bartica,Guyana
DYL,Doylestown Airport,40.3330001831,-75.1222991943,394,-5.0,A,Doylestown,United States
TGI,Tingo Maria Airport,-9.133000373840332,-75.94999694824219,2010,-5.0,N,Tingo Maria,Peru
TJL,Plínio Alarcom Airport,-20.754199981689,-51.684200286865,1050,-4.0,S,Tres Lagoas,Brazil
YZY,Zhangye Ganzhou Airport,38.8018989563,100.675003052,5280,8.0,N,Zhangye,China
OAL,Cacoal Airport,-11.496,-61.4508,778,-4.0,N,Cacoal,Brazil
OCW,Warren Field,35.570499420166,-77.049797058105,38,-5.0,A,Washington,United States
MHC,Mocopulli Airport,-42.340388,-73.715693,528,-4.0,S,Castro,Chile
SWO,Stillwater Regional Airport,36.161201477051,-97.08570098877,1000,-6.0,A,Stillwater,United States
OKM,Okmulgee Regional Airport,35.668098449707,-95.948699951172,720,-6.0,A,Okmulgee,United States
CUH,Cushing Municipal Airport,35.9499015808,-96.7731018066,916,-6.0,A,Cushing,United States
CSM,Clinton Sherman Airport,35.3398017883,-99.2005004883,1922,-6.0,A,Clinton,United States
WLD,Strother Field,37.168598175,-97.0375976562,1160,-6.0,A,Winfield,United States
PWA,Wiley Post Airport,35.53419876,-97.64710236,1300,-6.0,A,Oklahoma City,United States
DTN,Shreveport Downtown Airport,32.5401992798,-93.7450027466,179,-6.0,A,Shreveport,United States
SEP,Stephenville Clark Regional Airport,32.215301513672,-98.177696228027,1321,-6.0,A,Stephenville,United States
ADT,Ada Regional Airport,34.804298,-96.671303,1016,-6.0,A,Ada,United States
IRB,Iraan Municipal Airport,30.9057006836,-101.891998291,2200,-6.0,A,Iraan,United States
YEL,Elliot Lake Municipal Airport,46.351398468,-82.5614013672,1087,-5.0,A,ELLIOT LAKE,Canada
IKB,Wilkes County Airport,36.2228012085,-81.09829711910001,1301,-5.0,A,North Wilkesboro,United States
DAN,Danville Regional Airport,36.572898864746094,-79.33609771728516,571,-5.0,A,Danville,United States
ERG,Yerbogachen Airport,61.2750015259,108.029998779,400,8.0,N,Yerbogachen,Russia
HCW,Cheraw Municipal Airport/Lynch Bellinger Field,34.71289825,-79.95700073,239,-5.0,A,Cheraw,United States
BEM,Beni Mellal Airport,32.401895,-6.315905,1694,0.0,E,Beni Mellal,Morocco
NKT,Şırnak Şerafettin Elçi Airport,37.3647,42.0582,2038,3.0,E,Cizre,Turkey
SUY,Suntar Airport,62.185001373291,117.63500213623,452,9.0,N,Suntar,Russia
OUZ,Tazadit Airport,22.75639915466309,-12.483599662780762,1129,0.0,N,Zouerat,Mauritania
ABB,Asaba International Airport,6.204167,6.665278,305,1.0,N,Asaba,Nigeria
QUO,Akwa Ibom International Airport,4.8725,8.093,170,1.0,N,Uyo,Nigeria
KAA,Kasama Airport,-10.216699600219728,31.13330078125,4541,2.0,N,Kasama,Zambia
SGX,Songea Airport,-10.68299961090088,35.58300018310547,3445,3.0,N,Songea,Tanzania
JUH,Jiuhuashan Airport,30.7403,117.6856,60,8.0,N,Chizhou,China
AOG,Anshan Air Base,41.105301,122.853996,0,8.0,N,Anshan,China
DQA,Saertu Airport,46.7463888889,125.140555556,496,8.0,N,Daqing,China
ZYI,Zunyi Xinzhou Airport,27.5895,107.0007,2920,8.0,N,Zunyi,China
LDS,Lindu Airport,47.7520555556,129.019125,791,8.0,N,Yinchun,China
AVA,Anshun Huangguoshu Airport,26.2605555556,105.873333333,4812,8.0,N,Anshun,China
KSS,Sikasso Airport,11.333000183105469,-5.699999809265137,1378,0.0,N,Sikasso,Mali
WTB,Toowoomba Wellcamp Airport,-27.558332,151.793335,1509,10.0,N,Toowoomba,Australia
TNH,Tonghua Sanyuanpu Airport,42.2538888889,125.703333333,1200,8.0,N,Tonghua,China
SZV,Suzhou Guangfu Airport,31.2631,120.401001,0,8.0,N,Suzhou,China
LII,Mulia Airport,-3.7018,137.957,6527,9.0,N,Mulia,Indonesia
NTI,Stenkol Airport,-2.1033,133.5164,57,9.0,N,Bintuni,Indonesia
WSR,Wasior Airport,-2.721,134.5061,49,9.0,N,Wasior,Indonesia
DTB,Silangit Airport,2.25973,98.991898,4700,7.0,N,Siborong-Borong,Indonesia
MEQ,Seunagan Airport,4.25,96.21700286865234,10,7.0,N,Nagan Raya,Indonesia
BUW,Betoambari Airport,-5.486879825592041,122.56900024414062,164,8.0,N,Bau-Bau,Indonesia
KAZ,Kao Airport,1.1852799654006958,127.89600372314452,27,9.0,N,Kao,Indonesia
MNA,Melangguane Airport,4.00694,126.672997,3,8.0,N,Melonguane,Indonesia
SGQ,Sanggata/Sangkimah Airport,0.3847,117.543,60,8.0,N,Sanggata,Indonesia
BUU,Muara Bungo Airport,-1.1278,102.135,214,7.0,N,Muara Bungo,Indonesia
ILA,Illaga Airport,-3.97648,137.6225,7989,9.0,N,Illaga,Indonesia
OKL,Oksibil Airport,-4.9071,140.6277,4315,9.0,N,Oksibil,Indonesia
KOX,Kokonau Airport,-4.71075,136.43515,59,9.0,N,Kokonau,Indonesia
CMQ,Clermont Airport,-22.773099899291992,147.62100219726562,908,10.0,N,Clermont,Australia
WMB,Warrnambool Airport,-38.2952995300293,142.44700622558594,242,10.0,O,Warrnambool,Australia
RCM,Richmond Airport,-20.70190048217773,143.11500549316406,676,10.0,N,Richmond,Australia
DCN,RAAF Base Curtin,-17.5813999176,123.82800293,300,8.0,N,Derby,Australia
KNO,Kualanamu International Airport,3.642222,98.885278,23,7.0,N,Medan,Indonesia
AMN,Gratiot Community Airport,43.322101593,-84.68800354,754,-7.0,A,Kamloops,Canada
HMY,Seosan Air Base,36.703999,126.486,39,9.0,N,Seosan,South Korea
EMT,San Gabriel Valley Airport,34.086102,-118.035004,296,-8.0,E,El Monte,United States
FAH,Farah Airport,32.367000579833984,62.18299865722656,3083,4.3,N,Farah,Afghanistan
IXT,Pasighat Airport,28.06609916687012,95.33560180664062,477,5.3,N,Pasighat,India
KRQ,Kramatorsk Airport,48.70560073852539,37.62889862060547,646,2.0,E,Kramatorsk,Ukraine
QKX,Kautokeino Air Base,69.04029846191406,23.03400039672852,1165,1.0,U,Kautokeino,Norway
SSF,Stinson Municipal Airport,29.336999893188,-98.471099853516,577,-5.0,A,Stinson,United States
JAS,Jasper County Airport-Bell Field,30.88570023,-94.03489685,213,-5.0,A,Jasper,United States
MRF,Marfa Municipal Airport,30.371099,-104.017997,4849,-5.0,A,Marfa,United States
ALE,Alpine Casparis Municipal Airport,30.3841991425,-103.683998108,4515,-5.0,A,Alpine,United States
BQE,Bubaque Airport,11.297355651855469,-15.838079452514648,0,0.0,N,Bubaque,Guinea-Bissau
CZA,Chichen Itza International Airport,20.6413002014,-88.4461975098,102,-6.0,S,Chichen Itza,Mexico
BUY,Bunbury Airport,-33.378299713134766,115.677001953125,53,8.0,U,Bunbury,Australia
CCB,Cable Airport,34.1115989685,-117.68800354,1444,-8.0,A,Upland,United States
EKI,Elkhart Municipal Airport,41.7193984985,-86.00319671630001,778,-5.0,A,Elkhart,United States
CUB,Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,193,-4.0,A,Columbia,United States
