"faa","name","lat","lon","alt","tz","dst","city","country"
HIA,Lianshui Airport,33.7908333333,119.125,28,8.0,N,Huai An,China
YOO,Toronto/Oshawa Executive Airport,43.922798,-78.894997,460,-5.0,A,Oshawa,Canada
LHA,Lahr Airport,48.3693008423,7.82772016525,511,1.0,E,Lahr,Germany
NYW,Monywar Airport,22.221638,95.093479,298,6.5,N,Monywa,Burma
ATO,Ohio University Snyder Field,39.2109985352,-82.23139953610001,766,-5.0,U,Athens,United States
SGH,Springfield-Beckley Municipal Airport,39.840301513672,-83.840202331543,1051,-5.0,A,Springfield,United States
HEX,Herrera Airport,18.4696998596,-69.9693984985,190,-4.0,U,Santo Domingo,Dominican Republic
CDA,Cooinda Airport,-12.903300285339355,132.53199768066406,13,9.5,U,Cooinda,Australia
JAB,Jabiru Airport,-12.658300399780272,132.89300537109375,85,9.5,U,Jabiru,Australia
HGS,Hastings Airport,8.397130012512207,-13.12909984588623,60,0.0,N,Freetown,Sierra Leone
TOP,Philip Billard Municipal Airport,39.068698883057,-95.622497558594,881,-6.0,A,Topeka,United States
MQY,Smyrna Airport,36.0089988708,-86.5201034546,543,-6.0,A,Smyrna,United States
UOS,Franklin County Airport,35.205101013184,-85.898101806641,1953,-6.0,A,Sewanee,United States
NGQ,Ngari Gunsa Airport,32.1,80.0530555556,14022,8.0,N,Shiquanhe,China
CSO,Cochstedt Airport,51.8563995361,11.42029953,594,1.0,E,Cochstedt,Germany
PWK,Chicago Executive Airport,42.114222,-87.901494,647,-6.0,A,Chicago-Wheeling,United States
KLS,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,20,-8.0,A,Kelso,United States
ZTA,Tureia Airport,-20.78969955444336,-138.57000732421875,12,-10.0,N,Tureia,French Polynesia
PUE,Puerto Obaldia Airport,8.667,-77.418,223,-5.0,U,Puerto Obaldia,Panama
KHC,Kerch Airport,45.372501373291016,36.40140151977539,171,3.0,E,Kerch,Ukraine
UKA,Ukunda Airstrip,-4.29333,39.571098,98,3.0,U,Ukunda,Kenya
ILN,Wilmington Airpark,39.427898407,-83.792098999,1077,-5.0,U,Wilmington,United States
AVW,Marana Regional Airport,32.4095993042,-111.218002319,2031,-7.0,U,Tucson,United States
CGZ,Casa Grande Municipal Airport,32.954899,-111.766998,1464,-7.0,U,Casa Grande,United States
BXK,Buckeye Municipal Airport,33.42039871,-112.685997,1033,-7.0,U,Buckeye,United States
MMI,McMinn County Airport,35.39730072,-84.56259918,875,-5.0,N,Athens,United States
STK,Sterling Municipal Airport,40.61529922,-103.2649994,4040,-7.0,A,Sterling,United States
RWL,Rawlins Municipal Airport/Harvey Field,41.80559921,-107.1999969,6813,-7.0,A,Rawlins,United States
CDW,Essex County Airport,40.875198364300005,-74.2814025879,173,-5.0,A,Caldwell,United States
AIZ,Lee C Fine Memorial Airport,38.0960006714,-92.54949951170002,869,-6.0,A,Kaiser Lake Ozark,United States
TVI,Thomasville Regional Airport,30.901599884033,-83.881301879883,264,-5.0,A,Thomasville,United States
HSH,Henderson Executive Airport,35.9728012085,-115.134002686,2492,-8.0,A,Henderson,United States
GML,Gostomel Airport,50.60350036621094,30.1919002532959,517,2.0,E,Kiev,Ukraine
TMA,Henry Tift Myers Airport,31.4290008545,-83.4885025024,355,-5.0,A,Tifton,United States
RDO,Radom Airport,51.3891983032,21.213300705,610,1.0,E,RADOM,Poland
DVT,Phoenix Deer Valley Airport,33.6883010864,-112.083000183,1478,-7.0,A,Phoenix ,United States
YRV,Revelstoke Airport,50.9667015076,-118.182998657,1459,-8.0,A,Revelstoke,Canada
FRG,Republic Airport,40.7288017273,-73.4133987427,82,-5.0,A,Farmingdale,United States
ZHY,Zhongwei Shapotou Airport,37.573125,105.154454,8202,8.0,N,Zhongwei,China
MCL,McKinley National Park Airport,63.7326011658,-148.910995483,1720,-9.0,A,McKinley Park,United States
PPC,Prospect Creek Airport,66.814102172852,-150.64399719238,1095,-9.0,A,Prospect Creek,United States
KHW,Khwai River Lodge Airport,-19.14999961853028,23.78300094604492,3000,2.0,N,Khwai River,Botswana
TXG,Taichung Airport,24.18630027770996,120.65399932861328,369,8.0,N,Taichung,Taiwan
HLG,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195,-5.0,A,Wheeling,United States
XYE,Ye Airport,15.300000190734863,97.86699676513672,30,6.5,U,Ye,Burma
DWC,Al Maktoum International Airport,24.896356,55.161389,114,4.0,U,Dubai,United Arab Emirates
RKP,Aransas County Airport,28.0867996216,-97.0446014404,24,-6.0,A,Rockport,United States
MVV,Megève Airport,45.82080078125,6.652219772338867,4823,1.0,U,Verdun,France
MFX,Méribel Altiport,45.407003,6.577942,5636,1.0,U,Ajaccio,France
AEB,Baise Youjiang Airport,23.7206001282,106.959999084,490,8.0,N,Baise,China
OKF,Okaukuejo Airport,-19.149200439453125,15.91189956665039,3911,1.0,S,Okaukuejo,Namibia
OKU,Mokuti Lodge Airport,-18.81279945373535,17.05940055847168,3665,1.0,S,Mokuti Lodge,Namibia
KOQ,Köthen Airport,51.7211112976,11.9527778625,305,1.0,E,Koethen,Germany
PSH,St. Peter-Ording Airport,54.30888748168945,8.686944007873535,7,1.0,E,Sankt Peter-Ording,Germany
TTD,Portland Troutdale Airport,45.54940032959,-122.40100097656,39,-8.0,A,Troutdale,United States
HIO,Portland Hillsboro Airport,45.540401,-122.949997,208,-8.0,A,Hillsboro,United States
KHT,Khost Airport,33.3334007263,69.952003479,3756,4.5,N,Khost,Afghanistan
NMT,Namtu Airport,23.083,97.383003,2000,6.5,N,Naypyidaw,Burma
BNO,Burns Municipal Airport,43.5918998718,-118.955001831,4148,-8.0,A,Burns,United States
PRZ,Prineville Airport,44.286998748779,-120.90399932861,3250,-8.0,A,Prineville,United States
RBL,Red Bluff Municipal Airport,40.1506996155,-122.251998901,352,-8.0,A,Red Bluff,United States
NOT,Marin County Airport - Gnoss Field,38.143600463867,-122.55599975586,2,-8.0,A,Novato,United States
LKV,Lake County Airport,42.1610984802,-120.399002075,4733,-8.0,A,Lakeview,United States
OTK,Tillamook Airport,45.4182014465,-123.814002991,36,-8.0,A,Tillamook,United States
ONO,Ontario Municipal Airport,44.020500183105,-117.01399993896,2193,-7.0,A,Ontario,United States
DLS,Columbia Gorge Regional the Dalles Municipal Airport,45.6184997559,-121.166999817,247,-8.0,A,The Dalles,United States
GAI,Montgomery County Airpark,39.1683006287,-77.1660003662,539,-5.0,A,Gaithersburg,United States
OAS,Sharana Airstrip,33.12575,68.838517,7340,4.5,N,Sharona,Afghanistan
YTA,Pembroke Airport,45.86439895629883,-77.25170135498047,529,-5.0,A,Pembroke,Canada
TSB,Tsumeb Airport,-19.26189994812,17.732500076294,4353,1.0,U,Tsumeb,Namibia
YSD,Suffield Heliport,50.266700744628906,-111.18299865722656,2525,-7.0,A,Suffield,Canada
BNU,Blumenau Airport,-26.83060073852539,-49.09030151367188,60,-3.0,S,BLUMENAU,Brazil
YCC,Cornwall Regional Airport,45.09280014038086,-74.56330108642578,175,-5.0,A,Cornwall,Canada
IZA,Zona da Mata Regional Airport,-21.5130558014,-43.1730575562,1348,-3.0,S,Juiz de Fora,Brazil
MVL,Morrisville Stowe State Airport,44.53459930419999,-72.6139984131,732,-5.0,A,Morrisville,United States
RBD,Dallas Executive Airport,32.6809005737,-96.8682022095,660,-6.0,A,Dallas,United States
BXY,Krainiy Airport,45.621994,63.210773,317,6.0,U,Baikonur,Kazakhstan
WST,Westerly State Airport,41.3496017456,-71.8033981323,81,-5.0,A,Washington County,United States
BID,Block Island State Airport,41.1680984497,-71.577796936,108,-5.0,A,Block Island,United States
NME,Nightmute Airport,60.471000671387,-164.70100402832,4,-9.0,A,Nightmute,United States
OOK,Toksook Bay Airport,60.54140091,-165.0870056,59,-9.0,A,Toksook Bay,United States
OBY,Ittoqqortoormiit Heliport,70.4882288244,-21.9716799259,238,-1.0,U,Ittoqqortoormiit,Greenland
VIN,Vinnytsia/Gavyryshivka Airport,49.242531,28.613778,961,2.0,E,Vinnitsa,Ukraine
BGE,Decatur County Industrial Air Park,30.9715004,-84.63739777,141,-5.0,A,Bainbridge,United States
ZGS,La Romaine Airport,50.259701,-60.679401,90,-4.0,A,La Romaine,Canada
ZKG,Kegaska Airport,50.1958007812,-61.2658004761,32,-4.0,A,Kegaska,Canada
YBI,Black Tickle Airport,53.4693984985,-55.7849998474,57,-4.0,A,Black Tickle,Canada
WHP,Whiteman Airport,34.2593002319,-118.413002014,1003,-8.0,A,Los Angeles,United States
MAE,Madera Municipal Airport,36.9886016846,-120.111999512,255,-8.0,A,Madera,United States
YZZ,Trail Airport,49.0555992126,-117.60900116,1427,-8.0,A,Trail,Canada
YAB,Old Arctic Bay Airport,73.0058922479,-85.0325489044,100,-6.0,A,Arctic Bay,Canada
GSI,Grand-Santi Airport,4.285833,-54.373056,207,-3.0,S,Grand-Santi,French Guiana
MPY,Maripasoula Airport,3.6575,-54.037201,406,-3.0,S,Maripasoula,French Guiana
LDX,Saint-Laurent-du-Maroni Airport,5.48306,-54.034401,16,-3.0,S,Saint-Laurent-du-Maroni,French Guiana
KJI,Kanas Airport,48.2223,86.9959,3921,8.0,U,Burqin,China
CPB,Capurganá Airport,8.63333,-77.35,49,-5.0,S,Capurgana,Colombia
HMB,Sohag International Airport,26.342778,31.742778,310,2.0,E,Sohag,Egypt
RVY,Presidente General Don Oscar D. Gestido International Airport,-30.97459983825684,-55.476200103759766,712,-3.0,S,Rivera,Uruguay
POJ,Patos de Minas Airport,-18.67280006408692,-46.4911994934082,2793,-3.0,S,Patos de Minas,Brazil
JTC,Bauru - Arealva Airport,-22.1668591409,-49.0502866745,1949,-3.0,S,Bauru,Brazil
OIA,Ourilândia do Norte Airport,-6.763100147250001,-51.0499000549,901,-3.0,S,Ourilandia do Norte,Brazil
RDC,Redenção Airport,-8.033289909362793,-49.97990036010742,670,-3.0,S,Redencao,Brazil
SXX,São Félix do Xingu Airport,-6.6413,-51.9523,656,-3.0,S,Sao Felix do Xingu,Brazil
BYO,Bonito Airport,-21.247299,-56.452499,1180,-4.0,S,Bointo,Brazil
SXO,São Félix do Araguaia Airport,-11.632399559020996,-50.68960189819336,650,-4.0,S,Sao Felix do Araguaia,Brazil
CFC,Caçador Airport,-26.78840065,-50.9398002625,3376,-3.0,S,Cacador,Brazil
CAF,Carauari Airport,-4.871520042419434,-66.89749908447266,355,-4.0,S,Carauari,Brazil
ERN,Eirunepé Airport,-6.639530181884766,-69.87979888916016,412,-4.0,S,Eirunepe,Brazil
CCI,Concórdia Airport,-27.180599212646484,-52.05270004272461,2461,-3.0,S,Concordia,Brazil
FBE,Francisco Beltrão Airport,-26.059200286865234,-53.0634994506836,2100,-3.0,S,Francisco Beltrao,Brazil
CFO,Confresa Airport,-10.634400367736816,-51.5635986328125,781,-4.0,S,Confresa,Brazil
AAF,Apalachicola Regional Airport,29.72750092,-85.02749634,20,-5.0,A,Apalachicola,United States
UMU,Umuarama Airport,-23.7987003326416,-53.31380081176758,1558,-3.0,S,Umuarama,Brazil
DTI,Diamantina Airport,-18.232000351,-43.6503982544,4446,-3.0,S,Diamantina,Brazil
FBA,Fonte Boa Airport,-2.5326099395800004,-66.0831985474,207,-4.0,S,Fonte Boa,Brazil
OLC,Senadora Eunice Micheles Airport,-3.46792950765,-68.9204120636,335,-4.0,S,Sao Paulo de Olivenca,Brazil
HUW,Humaitá Airport,-7.532120227810001,-63.072101593,230,-4.0,S,Humaita,Brazil
IRZ,Tapuruquara Airport,-0.3786,-64.9923,223,-4.0,S,Santa Isabel do Rio Negro,Brazil
ORX,Oriximiná Airport,-1.714079976081848,-55.83620071411133,262,-3.0,S,Oriximina,Brazil
UNA,Hotel Transamérica Airport,-15.3551998138,-38.9990005493,20,-3.0,S,Una,Brazil
TEF,Telfer Airport,-21.71500015258789,122.22899627685548,970,8.0,N,Telfer,Australia
GZP,Gazipaşa Airport,36.299217,32.300598,86,3.0,E,Alanya,Turkey
OAA,Shank Air Base,33.9225,69.07722222219999,6890,4.5,N,Shank,Afghanistan
FPR,St Lucie County International Airport,27.49510002,-80.36830139,24,-5.0,A,Fort Pierce,United States
PYM,Plymouth Municipal Airport,41.909,-70.728798,148,-5.0,A,Plymouth,United States
NCO,Quonset State Airport,41.597099304199,-71.412101745605,18,-5.0,A,North Kingstown,United States
OWD,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,-5.0,A,Norwood,United States
BAF,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,-5.0,A,Westfield,United States
MGJ,Orange County Airport,41.50999832,-74.26460266,364,-5.0,A,Montgomery,United States
HAR,Capital City Airport,40.2170982361,-76.85150146480001,347,-5.0,A,Harrisburg,United States
DXR,Danbury Municipal Airport,41.3714981079,-73.48220062259999,458,-5.0,A,Danbury,United States
ASH,Boire Field,42.7817001343,-71.51480102539999,199,-5.0,A,Nashua,United States
LWM,Lawrence Municipal Airport,42.7172012329,-71.1233978271,148,-5.0,A,Lawrence,United States
OXC,Waterbury Oxford Airport,41.47859954834,-73.135200500488,726,-5.0,A,Oxford,United States
RMG,Richard B Russell Airport,34.3506011963,-85.15799713130001,644,-5.0,A,Rome,United States
GAD,Northeast Alabama Regional Airport,33.972599,-86.088996,569,-6.0,A,Gadsden,United States
WDR,Barrow County Airport,33.98289871,-83.66739655,943,-5.0,A,Winder,United States
DNN,Dalton Municipal Airport,34.72290039,-84.87020111,709,-5.0,A,Dalton,United States
LGC,LaGrange Callaway Airport,33.0089,-85.072601,693,-5.0,A,LaGrange,United States
PIM,Harris County Airport,32.8406982422,-84.8824005127,902,-5.0,A,Pine Mountain,United States
GVL,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,1276,-5.0,A,Gainesville,United States
PHD,Harry Clever Field,40.470901489258,-81.419700622559,894,-5.0,A,New Philadelpha,United States
HHH,Hilton Head Airport,32.2243995667,-80.6975021362,19,-5.0,A,Hilton Head Island,United States
DNL,Daniel Field,33.4664993286,-82.0393981934,423,-5.0,A,Augusta,United States
MRN,Foothills Regional Airport,35.820202,-81.611397,1270,-5.0,A,Morganton,United States
PVL,Pike County-Hatcher Field,37.5617981,-82.56639862,1473,-5.0,A,Pikeville,United States
TOC,Toccoa Airport - R.G. Letourneau Field,34.59379959,-83.29579926,996,-5.0,A,Toccoa,United States
PLV,Suprunovka Airport,49.56859970092773,34.39720153808594,505,2.0,U,Poltava,Ukraine
WUU,Wau Airport,7.725830078119999,27.9750003815,1529,3.0,U,Wau,Sudan
HUE,Humera Airport,14.25,36.58300018310547,1930,3.0,U,Humera,Ethiopia
OYL,Moyale Airport,3.46972,39.101398,2790,3.0,U,Moyale,Kenya
OZG,Zagora Airport,30.3202991486,-5.86667013168,2631,0.0,U,Zagora,Morocco
WYE,Yengema Airport,8.610469818115234,-11.04539966583252,1300,0.0,U,Yengema,Sierra Leone
GBK,Gbangbatok Airport,7.767000198364258,-12.383000373840332,75,0.0,U,Gbangbatok,Sierra Leone
THX,Turukhansk Airport,65.797203064,87.9353027344,128,7.0,N,Turukhansk,Russia
TGP,Podkamennaya Tunguska Airport,61.589699,89.994003,213,7.0,N,Bor,Russia
AFW,Fort Worth Alliance Airport,32.9875984192,-97.3188018799,722,-6.0,A,Fort Worth,United States
RMK,Renmark Airport,-34.1963996887207,140.6739959716797,115,9.5,O,Renmark,Australia
LGH,Leigh Creek Airport,-30.59830093383789,138.42599487304688,856,9.5,O,Leigh Creek,Australia
RTS,Rottnest Island Airport,-32.006699,115.540001,12,8.0,O,Rottnest Island,Australia
FOS,Forrest Airport,-30.83810043334961,128.11500549316406,511,8.0,O,Forrest,Australia
KEW,Keewaywin Airport,52.9911003113,-92.8364028931,988,-6.0,A,Keewaywin,Canada
YSP,Marathon Airport,48.75529861450195,-86.34439849853516,1035,-5.0,A,Marathon,Canada
YHF,Hearst René Fontaine Municipal Airport,49.71419906616211,-83.68609619140625,827,-5.0,A,Hearst,Canada
YHN,Hornepayne Municipal Airport,49.19309997558594,-84.75890350341797,1099,-5.0,A,Hornepayne,Canada
YKX,Kirkland Lake Airport,48.21030044555664,-79.98139953613281,1157,-5.0,A,Kirkland Lake,Canada
YMG,Manitouwadge Airport,49.08390045166016,-85.86060333251953,1198,-5.0,A,Manitouwadge,Canada
YXZ,Wawa Airport,47.96670150756836,-84.78669738769531,942,-5.0,A,Wawa,Canada
YEM,Manitoulin East Municipal Airport,45.84280014038086,-81.85810089111328,869,-5.0,A,Manitowaning,Canada
LWC,Lawrence Municipal Airport,39.01119995,-95.21659851,833,-6.0,A,Lawrence,United States
PPM,Pompano Beach Airpark,26.247100830078,-80.111099243164,19,-5.0,A,Pompano Beach,United States
XMC,Mallacoota Airport,-37.59830093383789,149.72000122070312,31,10.0,U,Mallacoota,Australia
ULH,Majeed Bin Abdulaziz Airport,26.48,38.1288888889,2050,3.0,N,Al-Ula,Saudi Arabia
YUE,Yuendumu Airport,-22.254199981689453,131.78199768066406,2205,9.5,O,Yuendumu ,Australia
LOP,Lombok International Airport,-8.757322,116.276675,319,8.0,N,Praya,Indonesia
ZMH,South Cariboo Region / 108 Mile Airport,51.7360992432,-121.333000183,3126,-8.0,A,"108 Mile Ranch",Canada
HDG,Handan Airport,36.5258333333,114.425555556,229,8.0,N,Handan,China
LOZ,London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,1212,-5.0,A,London,United States
FBG,Simmons Army Air Field,35.13180161,-78.93669891,244,-5.0,A,Fredericksburg,United States
WMI,Modlin Airport,52.451099,20.6518,341,1.0,E,Warsaw,Poland
JXA,Jixi Xingkaihu Airport,45.293,131.193,760,8.0,N,Jixi,China
JDG,Jeongseok Airport,33.3996009827,126.711997986,1171,9.0,U,Seogwipo,South Korea
YGM,Gimli Industrial Park Airport,50.62810134887695,-97.04329681396484,753,-6.0,A,Gimli,Canada
EYK,Beloyarskiy Airport,63.686901,66.698601,82,5.0,N,Beloyarsky,Russia
RAC,John H Batten Airport,42.7606010437,-87.8152008057,674,-6.0,A,Racine,United States
RZP,Cesar Lim Rodriguez Airport,10.81874,119.507697,80,8.0,U,Taytay,Philippines
RKZ,Shigatse Air Base,29.3519,89.311401,3782,8.0,N,Shigatse,China
TIW,Tacoma Narrows Airport,47.26789856,-122.5780029,294,-8.0,A,Tacoma,United States
GUF,Jack Edwards Airport,30.29050064,-87.67179871,17,-6.0,A,Gulf Shores,United States
IBB,General Villamil Airport,-0.942628026009,-90.9530029297,35,-6.0,N,Isabela,Ecuador
HMJ,Khmelnytskyi Airport,49.359699,26.933399,1150,2.0,E,Khmeinitskiy,Ukraine
HIW,Hiroshimanishi Airport,34.36690139770508,132.41400146484375,15,9.0,N,Hiroshima,Japan
KYI,Yalata Mission Airport,-31.470600128173828,131.8249969482422,0,9.5,O,Yalata,Australia
HZL,Hazleton Municipal Airport,40.9868011475,-75.9949035645,1603,-5.0,A,Hazleton,United States
CBE,Greater Cumberland Regional Airport,39.615398407,-78.7609024048,775,-5.0,A,Cumberland,United States
WYN,Wyndham Airport,-15.51140022277832,128.1529998779297,14,8.0,U,Wyndham,Australia
YBO,Bob Quinn Lake Airport,56.9667015076,-130.25,2000,-8.0,U,Bob Quinn Lake,Canada
KLF,Grabtsevo Airport,54.5499992371,36.3666687012,656,3.0,N,Kaluga,Russia
LNR,Tri-County Regional Airport,43.2117004395,-90.181602478,717,-6.0,A,Lone Rock,United States
JOT,Joliet Regional Airport,41.51779938,-88.17549896,582,-6.0,A,Joliet,United States
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,41.351898,-89.153099,654,-6.0,A,Peru,United States
JXN,Jackson County Reynolds Field,42.2597999573,-84.45939636230001,1001,-5.0,A,Jackson,United States
BBX,Wings Field,40.1375007629,-75.2650985718,302,-5.0,A,Philadelphia,United States
OBE,Okeechobee County Airport,27.2628002167,-80.8498001099,34,-5.0,A,Okeechobee,United States
SEF,Sebring Regional Airport,27.45639992,-81.3423996,62,-5.0,A,Sebring,United States
AVO,Avon Park Executive Airport,27.59119987,-81.52780151,160,-5.0,A,Avon Park,United States
GIF,Winter Haven Regional Airport - Gilbert Field,28.062901,-81.753304,145,-5.0,A,Winter Haven,United States
ZPH,Zephyrhills Municipal Airport,28.2282009125,-82.15589904790001,90,-5.0,A,Zephyrhills,United States
OCF,Ocala International Airport - Jim Taylor Field,29.17259979,-82.22419739,90,-5.0,A,Ocala,United States
AIK,Aiken Regional Airport,33.649399,-81.684998,528,-5.0,A,Aiken,United States
CDN,Woodward Field,34.2835998535,-80.56490325930001,302,-5.0,A,Camden,United States
LBT,Lumberton Regional Airport,34.6099014282,-79.05940246579999,126,-5.0,A,Lumberton,United States
SOP,Moore County Airport,35.23740005,-79.3911972,455,-5.0,A,Pinehurst-Southern Pines,United States
SVH,Statesville Regional Airport,35.765300750732,-80.953903198242,968,-5.0,A,Statesville,United States
LHV,William T. Piper Memorial Airport,41.13560104,-77.42230225,556,-5.0,A,Lock Haven,United States
BKL,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,583,-5.0,A,Cleveland,United States
DKK,Chautauqua County-Dunkirk Airport,42.49330139,-79.27200317,693,-5.0,A,Dunkirk,United States
LLY,South Jersey Regional Airport,39.9429016113,-74.845703125,53,-5.0,A,Mount Holly,United States
LDJ,Linden Airport,40.617401123,-74.2445983887,23,-5.0,A,Linden,United States
ANQ,Tri State Steuben County Airport,41.639702,-85.083504,995,-5.0,A,Angola,United States
CLW,Clearwater Air Park,27.9766998291,-82.7586975098,71,-5.0,A,Clearwater,United States
CGX,Chicago Meigs Airport,41.85879898071289,-87.60790252685547,593,-6.0,A,Chicago,United States
CRE,Grand Strand Airport,33.8116989136,-78.72389984130001,32,-5.0,A,North Myrtle Beach,United States
BXO,Buochs Airport,46.974444,8.396944,1475,1.0,E,Buochs,Switzerland
WBW,Wilkes Barre Wyoming Valley Airport,41.2971992493,-75.8511962891,545,-5.0,A,Wilkes-Barre,United States
LNN,Willoughby Lost Nation Municipal Airport,41.6839981079,-81.3897018433,626,-5.0,A,Willoughby,United States
UMD,Uummannaq Heliport,70.6804279261,-52.1116304398,50,-3.0,E,Uummannaq,Greenland
RLK,Bayannur Tianjitai Airport,40.926,107.7428,3400,8.0,U,Bayannur,China
FFT,Capital City Airport,38.18249893,-84.90470123,806,-5.0,A,Frankfort,United States
LEW,Auburn Lewiston Municipal Airport,44.048500061,-70.2835006714,288,-5.0,A,Lewiston,United States
MRK,Marco Island Executive Airport,25.995001,-81.672501,5,-5.0,A,Marco Island Airport,United States
DRE,Drummond Island Airport,46.0093002319,-83.74389648440001,668,-5.0,A,Drummond Island,United States
GDW,Gladwin Zettel Memorial Airport,43.9706001282,-84.47499847410002,776,-5.0,A,Gladwin,United States
MFI,Marshfield Municipal Airport,44.6369018555,-90.1893005371,1277,-6.0,A,Marshfield,United States
ISW,Alexander Field South Wood County Airport,44.3602981567,-89.83899688720001,1021,-6.0,A,Wisconsin Rapids,United States
CWI,Clinton Municipal Airport,41.8311004639,-90.3291015625,708,-6.0,A,Clinton,United States
BVY,Beverly Municipal Airport,42.5842018127,-70.91649627689999,107,-5.0,A,Beverly,United States
OSF,Ostafyevo International Airport,55.511667,37.507222,568,3.0,N,Moscow,Russia
YRQ,Trois-Rivières Airport,46.35279846191406,-72.67939758300781,199,-5.0,A,Trois Rivieres,Canada
POF,Poplar Bluff Municipal Airport,36.773899078369,-90.324897766113,331,-6.0,A,Poplar Bluff,United States
EOK,Keokuk Municipal Airport,40.4598999023,-91.4284973145,671,-6.0,A,Keokuk,United States
PSL,Perth/Scone Airport,56.43920135498047,-3.372220039367676,397,0.0,E,Perth,United Kingdom
STP,St Paul Downtown Holman Field,44.93450164794922,-93.05999755859376,705,-6.0,A,St. Paul,United States
SOO,Söderhamn Airport,61.26150131225586,17.09910011291504,88,1.0,E,Soderhamn,Sweden
VNA,Saravane Airport,15.7094392077,106.410698891,574,7.0,U,Saravane,Laos
DKS,Dikson Airport,73.51780700683594,80.37966918945312,47,7.0,N,Dikson,Russia
BYT,Bantry Aerodrome,51.66859817504883,-9.484169960021973,7,0.0,E,Bantry,Ireland
ADY,Alldays Airport,-22.6790008545,29.0555000305,2600,2.0,U,Alldays,South Africa
HAO,Butler Co Regional Airport - Hogan Field,39.3638000488,-84.5220031738,633,-5.0,A,Hamilton,United States
GAS,Garissa Airport,-0.4635080099105835,39.64830017089844,475,3.0,U,Garissa,Kenya
HOA,Hola Airport,-1.5219999551773071,40.00400161743164,195,3.0,U,Hola,Kenya
KEY,Kericho Airport,-0.3899,35.242093,6446,3.0,U,Kericho,Kenya
ILU,Kilaguni Airport,-2.9106099605560303,38.06520080566406,2750,3.0,U,Kilaguni,Kenya
ATJ,Antsirabe Airport,-19.8392214824,47.0637130737,4997,3.0,U,Antsirabe,Madagascar
OVA,Bekily Airport,-24.235694754699995,45.3045272827,1270,3.0,U,Bekily,Madagascar
UTS,Ust-Tsylma Airport,65.43729400630001,52.20033645629999,262,3.0,N,Ust-Tsylma,Russia
RGK,Gorno-Altaysk Airport,51.9667015076,85.8332977295,965,7.0,N,Gorno-Altaysk,Russia
FLD,Fond du Lac County Airport,43.7711982727,-88.48840332030001,808,-6.0,A,Fond du Lac,United States
STE,Stevens Point Municipal Airport,44.5452003479,-89.530296325684,1110,-6.0,A,Stevens Point,United States
MQJ,Moma Airport,66.450861,143.261551,656,11.0,N,Honuu,Russia
PEF,Peenemünde Airport,54.1577796936,13.774443626399998,7,1.0,E,Peenemunde,Germany
CJN,Nusawiru Airport,-7.719895,108.488995,16,7.0,N,Nusawiru,Indonesia
GQQ,Galion Municipal Airport,40.7533988953,-82.7238006592,1224,-5.0,A,Galion,United States
TPN,Tiputini Airport,-0.7761110067367554,-75.52639770507812,997,-5.0,S,Tiputini,Ecuador
PTZ,Rio Amazonas Airport,-1.5052399635299998,-78.0626983643,3465,-5.0,S,Pastaza,Ecuador
CKV,Clarksville–Montgomery County Regional Airport,36.6218986511,-87.4150009155,550,-6.0,A,Clarksville,United States
LPC,Lompoc Airport,34.665599823,-120.468002319,88,-8.0,A,Lompoc,United States
CTH,Chester County G O Carlson Airport,39.97900009,-75.8655014,660,-5.0,A,Coatesville,United States
BST,Bost Airport,31.55970001220703,64.36499786376953,2464,4.5,U,Lashkar Gah,Afghanistan
LLK,Lankaran International Airport,38.7463989258,48.8180007935,30,4.0,U,Lankaran,Azerbaijan
GBB,Gabala International Airport,40.826667,47.7125,935,4.0,E,Qabala,Azerbaijan
ZTU,Zaqatala International Airport,41.562222,46.667221,1279,4.0,E,Zaqatala,Azerbaijan
LKP,Lake Placid Airport,44.2644996643,-73.96189880370001,1747,-5.0,A,Lake Placid,United States
KDY,Typliy Klyuch Airport,62.7890014648,136.854995728,925,9.0,N,Khandyga,Russia
GYG,Magan Airport,62.103484,129.545288,577,9.0,N,Yakutsk,Russia
JIQ,Qianjiang Wulingshan Airport,29.5133333333,108.831111111,2075,8.0,N,Qianjiang,China
AOH,Lima Allen County Airport,40.706902,-84.026703,975,-5.0,A,Lima,United States
DSO,Sondok Airport,39.745201,127.473999,12,8.5,U,Hamhung,North Korea
SSI,Malcolm McKinnon Airport,31.15180016,-81.39129639,19,-5.0,A,Brunswick,United States
BFP,Beaver County Airport,40.7724990845,-80.39140319820001,1253,-5.0,A,Beaver Falls,United States
GGE,Georgetown County Airport,33.3116989136,-79.3196029663,39,-5.0,A,Georgetown,United States
HDI,Hardwick Field,35.22010040283203,-84.8323974609375,874,-5.0,A,Cleveland,United States
RNT,Renton Municipal Airport,47.4930992126,-122.216003418,32,-8.0,A,Renton,United States
POC,Brackett Field,34.091598510742,-117.78199768066,1011,-8.0,A,La Verne,United States
CTY,Cross City Airport,29.6354999542,-83.10479736330001,42,-5.0,A,Cross City,United States
